,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
35109.6,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.7,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.8,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.9,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.1,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.11,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.12,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.13,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
35109.14,2016,16,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",15,NA
34288,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.1,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.2,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.3,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.4,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.5,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.6,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.7,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
34288.8,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",9,NA
33613,2016,16,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",1,NA
34053,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34053.1,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34053.2,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34053.3,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34053.4,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34053.5,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",6,NA
34407,2016,16,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",1,NA
34230,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",1,NA
33922,2016,16,"Abduction, Harassment And Other Offences Against The Person",Male,Maori,Supervision with residence,1,NA
33592,2016,16,Acts Intended To Cause Injury,Male,Maori,Supervision with residence,1,NA
35191,2016,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,Supervision with residence,1,NA
34029,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,1,NA
34386,2016,16,Theft And Related Offences,Male,Maori,Supervision with residence,1,NA
34204,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,1,NA
33637,2016,16,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",1,NA
34538,2016,16,"Fraud, Deception And Related Offences",Male,Maori,"Supervision, community work",1,NA
35211,2016,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,"Supervision, community work",1,NA
34950,2016,16,Public Order Offences,Male,Maori,"Supervision, community work",1,NA
34079,2016,16,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",1,NA
33749,2016,16,Sexual Assault And Related Offences,Male,Maori,"Supervision, community work",1,NA
34433,2016,16,Theft And Related Offences,Male,Maori,"Supervision, community work",1,NA
34256,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.1,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.2,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.3,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.4,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.5,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.6,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.7,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
34256.8,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",9,NA
7522,2016,14,Theft And Related Offences,Male,Other,Supervision with residence,1,NA
22225,2016,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Other,"Monetary, confiscation, disqualification",1,NA
41644,2016,16,"Robbery, Extortion And Related Offences",Male,Other,"Discharge, admonish",1,NA
41588,2016,16,Dangerous Or Negligent Acts Endangering Persons,Male,Other,"Monetary, confiscation, disqualification",1,NA
41971,2016,16,Miscellaneous Offences,Male,Other,"Monetary, confiscation, disqualification",1,NA
41686,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Other,"Supervision, community work",1,NA
228,2016,12 to 13,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Discharge, admonish",1,NA
6375,2016,14,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Discharge, admonish",1,NA
6363,2016,14,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
6413,2016,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,Supervision with residence,1,NA
6600,2016,14,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Pacific Peoples,"Supervision, community work",1,NA
6356,2016,14,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision, community work",1,NA
6515,2016,14,Theft And Related Offences,Male,Pacific Peoples,"Supervision, community work",1,NA
20538,2016,15,"Fraud, Deception And Related Offences",Male,Pacific Peoples,"Discharge, admonish",1,NA
20414,2016,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Discharge, admonish",1,NA
20512,2016,15,Theft And Related Offences,Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
20235,2016,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
20473,2016,15,Theft And Related Offences,Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
20218,2016,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,1,NA
20457,2016,15,Theft And Related Offences,Male,Pacific Peoples,Supervision with residence,1,NA
20333,2016,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,Supervision with residence,1,NA
20260,2016,15,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,"Supervision, community work",1,NA
38711,2016,16,Acts Intended To Cause Injury,Male,Pacific Peoples,Adult sentences,1,NA
38971,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Adult sentences,1,NA
38894,2016,16,Dangerous Or Negligent Acts Endangering Persons,Male,Pacific Peoples,"Discharge, admonish",1,NA
39413,2016,16,Prohibited And Regulated Weapons And Explosives Offences,Male,Pacific Peoples,"Discharge, admonish",1,NA
39467,2016,16,Property Damage And Environmental Pollution,Male,Pacific Peoples,"Education, rehab programmes",1,NA
39157,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Education, rehab programmes",1,NA
39341,2016,16,"Fraud, Deception And Related Offences",Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
39177,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
39131,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
38724,2016,16,Acts Intended To Cause Injury,Male,Pacific Peoples,Supervision with residence,1,NA
39652,2016,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Pacific Peoples,Supervision with residence,1,NA
39451,2016,16,Property Damage And Environmental Pollution,Male,Pacific Peoples,Supervision with residence,1,NA
38986,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38986.1,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38986.2,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38986.3,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38986.4,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38986.5,2016,16,"Robbery, Extortion And Related Offences",Male,Pacific Peoples,Supervision with residence,6,NA
38819,2016,16,Sexual Assault And Related Offences,Male,Pacific Peoples,Supervision with residence,1,NA
39661,2016,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Pacific Peoples,"Supervision, community work",1,NA
39286,2016,16,Theft And Related Offences,Male,Pacific Peoples,"Supervision, community work",1,NA
39155,2016,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Pacific Peoples,"Supervision, community work",1,NA
22925,2016,15,Sexual Assault And Related Offences,Male,Unknown,Adult sentences,1,NA
43014,2016,16,Dangerous Or Negligent Acts Endangering Persons,Male,Unknown,"Monetary, confiscation, disqualification",1,NA
43207,2016,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Unknown,"Monetary, confiscation, disqualification",1,NA
43148,2016,16,Traffic And Vehicle Regulatory Offences,Male,Unknown,"Monetary, confiscation, disqualification",1,NA
42944,2016,16,Acts Intended To Cause Injury,Male,Unknown,"Supervision, community work",1,NA
32,2017,12 to 13,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,European,Supervision with residence,1,NA
1550,2017,14,"Robbery, Extortion And Related Offences",Female,European,"Discharge, admonish",1,NA
1641,2017,14,Theft And Related Offences,Female,European,"Discharge, admonish",1,NA
1592,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,European,"Monetary, confiscation, disqualification",1,NA
13901,2017,15,Property Damage And Environmental Pollution,Female,European,"Monetary, confiscation, disqualification",1,NA
13943,2017,15,Traffic And Vehicle Regulatory Offences,Female,European,"Supervision with activity, intensive supervision",1,NA
13687,2017,15,"Robbery, Extortion And Related Offences",Female,European,"Supervision, community work",1,NA
30873,2017,16,"Robbery, Extortion And Related Offences",Female,European,Adult sentences,1,NA
31057,2017,16,Theft And Related Offences,Female,European,"Discharge, admonish",1,NA
30809,2017,16,Dangerous Or Negligent Acts Endangering Persons,Female,European,"Monetary, confiscation, disqualification",1,NA
31044,2017,16,Theft And Related Offences,Female,European,"Monetary, confiscation, disqualification",1,NA
31315,2017,16,Traffic And Vehicle Regulatory Offences,Female,European,"Monetary, confiscation, disqualification",1,NA
30954,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,European,"Monetary, confiscation, disqualification",1,NA
30918,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,European,Supervision with residence,1,NA
140,2017,12 to 13,Property Damage And Environmental Pollution,Female,Maori,"Supervision, community work",1,NA
4640,2017,14,"Offences Against Justice Procedures, Government Security And Government Operations",Female,Maori,"Discharge, admonish",1,NA
4343,2017,14,"Robbery, Extortion And Related Offences",Female,Maori,"Discharge, admonish",1,NA
4437,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",1,NA
4573,2017,14,Property Damage And Environmental Pollution,Female,Maori,"Monetary, confiscation, disqualification",1,NA
4425,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Monetary, confiscation, disqualification",1,NA
4293,2017,14,"Robbery, Extortion And Related Offences",Female,Maori,"Supervision with activity, intensive supervision",1,NA
4284,2017,14,"Robbery, Extortion And Related Offences",Female,Maori,Supervision with residence,1,NA
4471,2017,14,Theft And Related Offences,Female,Maori,Supervision with residence,1,NA
4317,2017,14,"Robbery, Extortion And Related Offences",Female,Maori,"Supervision, community work",1,NA
4493,2017,14,Theft And Related Offences,Female,Maori,"Supervision, community work",1,NA
4404,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Supervision, community work",1,NA
17370,2017,15,Acts Intended To Cause Injury,Female,Maori,"Discharge, admonish",1,NA
17802,2017,15,Theft And Related Offences,Female,Maori,"Discharge, admonish",1,NA
17651,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Education, rehab programmes",1,NA
17904,2017,15,Property Damage And Environmental Pollution,Female,Maori,"Monetary, confiscation, disqualification",1,NA
17781,2017,15,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",1,NA
17986,2017,15,Traffic And Vehicle Regulatory Offences,Female,Maori,"Monetary, confiscation, disqualification",1,NA
17671,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Monetary, confiscation, disqualification",1,NA
17527,2017,15,"Robbery, Extortion And Related Offences",Female,Maori,"Supervision with activity, intensive supervision",1,NA
17624,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Supervision with activity, intensive supervision",1,NA
17515,2017,15,"Robbery, Extortion And Related Offences",Female,Maori,Supervision with residence,1,NA
17615,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,Supervision with residence,1,NA
17338,2017,15,Acts Intended To Cause Injury,Female,Maori,"Supervision, community work",1,NA
17551,2017,15,"Robbery, Extortion And Related Offences",Female,Maori,"Supervision, community work",1,NA
17755,2017,15,Theft And Related Offences,Female,Maori,"Supervision, community work",1,NA
17650,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Supervision, community work",1,NA
35942,2017,16,Theft And Related Offences,Female,Maori,Adult sentences,1,NA
35567,2017,16,Acts Intended To Cause Injury,Female,Maori,"Discharge, admonish",1,NA
36139,2017,16,Prohibited And Regulated Weapons And Explosives Offences,Female,Maori,"Discharge, admonish",1,NA
36213,2017,16,Property Damage And Environmental Pollution,Female,Maori,"Discharge, admonish",1,NA
36022,2017,16,Theft And Related Offences,Female,Maori,"Discharge, admonish",1,NA
36360,2017,16,Traffic And Vehicle Regulatory Offences,Female,Maori,"Discharge, admonish",1,NA
35898,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35898.1,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35898.2,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35898.3,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35898.4,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35898.5,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Discharge, admonish",6,NA
35546,2017,16,Acts Intended To Cause Injury,Female,Maori,"Monetary, confiscation, disqualification",1,NA
35624,2017,16,Dangerous Or Negligent Acts Endangering Persons,Female,Maori,"Monetary, confiscation, disqualification",1,NA
36204,2017,16,Property Damage And Environmental Pollution,Female,Maori,"Monetary, confiscation, disqualification",1,NA
36252,2017,16,Public Order Offences,Female,Maori,"Monetary, confiscation, disqualification",1,NA
36000,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36000.1,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36000.2,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36000.3,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36000.4,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36000.5,2017,16,Theft And Related Offences,Female,Maori,"Monetary, confiscation, disqualification",6,NA
36341,2017,16,Traffic And Vehicle Regulatory Offences,Female,Maori,"Monetary, confiscation, disqualification",1,NA
35724,2017,16,"Robbery, Extortion And Related Offences",Female,Maori,"Supervision with activity, intensive supervision",1,NA
35951,2017,16,Theft And Related Offences,Female,Maori,"Supervision with activity, intensive supervision",1,NA
35950,2017,16,Theft And Related Offences,Female,Maori,Supervision with residence,1,NA
35527,2017,16,Acts Intended To Cause Injury,Female,Maori,"Supervision, community work",1,NA
35856,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Maori,"Supervision, community work",1,NA
6747,2017,14,Prohibited And Regulated Weapons And Explosives Offences,Female,Pacific Peoples,"Discharge, admonish",1,NA
6713,2017,14,"Robbery, Extortion And Related Offences",Female,Pacific Peoples,"Discharge, admonish",1,NA
6676,2017,14,Acts Intended To Cause Injury,Female,Pacific Peoples,Supervision with residence,1,NA
6707,2017,14,"Robbery, Extortion And Related Offences",Female,Pacific Peoples,"Supervision, community work",1,NA
20967,2017,15,Theft And Related Offences,Female,Pacific Peoples,"Discharge, admonish",1,NA
39956,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Pacific Peoples,"Discharge, admonish",1,NA
39990,2017,16,Theft And Related Offences,Female,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
40064,2017,16,Traffic And Vehicle Regulatory Offences,Female,Pacific Peoples,"Monetary, confiscation, disqualification",1,NA
39908,2017,16,"Robbery, Extortion And Related Offences",Female,Pacific Peoples,"Supervision with activity, intensive supervision",1,NA
39944,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Pacific Peoples,Supervision with residence,1,NA
39984,2017,16,Theft And Related Offences,Female,Pacific Peoples,"Supervision, community work",1,NA
39947,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Female,Pacific Peoples,"Supervision, community work",1,NA
43370,2017,16,Dangerous Or Negligent Acts Endangering Persons,Female,Unknown,"Monetary, confiscation, disqualification",1,NA
24,2017,12 to 13,Sexual Assault And Related Offences,Male,European,"Discharge, admonish",1,NA
748,2017,14,Sexual Assault And Related Offences,Male,European,Adult sentences,1,NA
1190,2017,14,"Fraud, Deception And Related Offences",Male,European,"Discharge, admonish",1,NA
1203,2017,14,Illicit Drug Offences,Male,European,"Discharge, admonish",1,NA
1028,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Education, rehab programmes",1,NA
1152,2017,14,Theft And Related Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
1249,2017,14,Property Damage And Environmental Pollution,Male,European,"Supervision with activity, intensive supervision",1,NA
663,2017,14,Acts Intended To Cause Injury,Male,European,Supervision with residence,1,NA
908,2017,14,"Robbery, Extortion And Related Offences",Male,European,Supervision with residence,1,NA
1129,2017,14,Theft And Related Offences,Male,European,"Supervision, community work",1,NA
12615,2017,15,"Robbery, Extortion And Related Offences",Male,European,Adult sentences,1,NA
12403,2017,15,Sexual Assault And Related Offences,Male,European,Adult sentences,1,NA
13075,2017,15,Illicit Drug Offences,Male,European,"Discharge, admonish",1,NA
12684,2017,15,"Robbery, Extortion And Related Offences",Male,European,"Discharge, admonish",1,NA
12453,2017,15,Sexual Assault And Related Offences,Male,European,"Discharge, admonish",1,NA
12990,2017,15,Theft And Related Offences,Male,European,"Discharge, admonish",1,NA
12847,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Discharge, admonish",1,NA
13192,2017,15,Property Damage And Environmental Pollution,Male,European,"Education, rehab programmes",1,NA
12522,2017,15,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",1,NA
13214,2017,15,Property Damage And Environmental Pollution,Male,European,"Monetary, confiscation, disqualification",1,NA
12670,2017,15,"Robbery, Extortion And Related Offences",Male,European,"Monetary, confiscation, disqualification",1,NA
12969,2017,15,Theft And Related Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
13348,2017,15,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
12821,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Monetary, confiscation, disqualification",1,NA
12489,2017,15,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Supervision with activity, intensive supervision",1,NA
12642,2017,15,"Robbery, Extortion And Related Offences",Male,European,"Supervision with activity, intensive supervision",1,NA
12413,2017,15,Sexual Assault And Related Offences,Male,European,"Supervision with activity, intensive supervision",1,NA
12631,2017,15,"Robbery, Extortion And Related Offences",Male,European,Supervision with residence,1,NA
12901,2017,15,Theft And Related Offences,Male,European,Supervision with residence,1,NA
12749,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Supervision with residence,1,NA
13022,2017,15,"Fraud, Deception And Related Offences",Male,European,"Supervision, community work",1,NA
13259,2017,15,Public Order Offences,Male,European,"Supervision, community work",1,NA
12663,2017,15,"Robbery, Extortion And Related Offences",Male,European,"Supervision, community work",1,NA
12433,2017,15,Sexual Assault And Related Offences,Male,European,"Supervision, community work",1,NA
12946,2017,15,Theft And Related Offences,Male,European,"Supervision, community work",1,NA
12795,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",1,NA
28848,2017,16,Homicide And Related Offences,Male,European,Adult sentences,1,NA
29883,2017,16,Illicit Drug Offences,Male,European,Adult sentences,1,NA
30420,2017,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,European,Adult sentences,1,NA
29323,2017,16,"Robbery, Extortion And Related Offences",Male,European,Adult sentences,1,NA
29046,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
29046.1,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
29046.2,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
29046.3,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
29046.4,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
29046.5,2017,16,Sexual Assault And Related Offences,Male,European,Adult sentences,6,NA
28994,2017,16,Acts Intended To Cause Injury,Male,European,"Discharge, admonish",1,NA
29207,2017,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Discharge, admonish",1,NA
29843,2017,16,"Fraud, Deception And Related Offences",Male,European,"Discharge, admonish",1,NA
30161,2017,16,Property Damage And Environmental Pollution,Male,European,"Discharge, admonish",1,NA
29085,2017,16,Sexual Assault And Related Offences,Male,European,"Discharge, admonish",1,NA
29738,2017,16,Theft And Related Offences,Male,European,"Discharge, admonish",1,NA
29571,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Discharge, admonish",1,NA
28971,2017,16,Acts Intended To Cause Injury,Male,European,"Monetary, confiscation, disqualification",1,NA
29183,2017,16,Dangerous Or Negligent Acts Endangering Persons,Male,European,"Monetary, confiscation, disqualification",1,NA
29919,2017,16,Illicit Drug Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
30138,2017,16,Property Damage And Environmental Pollution,Male,European,"Monetary, confiscation, disqualification",1,NA
29712,2017,16,Theft And Related Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
30356,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.1,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.2,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.3,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.4,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.5,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.6,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.7,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.8,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.9,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.1,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
30356.11,2017,16,Traffic And Vehicle Regulatory Offences,Male,European,"Monetary, confiscation, disqualification",12,NA
29545,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Monetary, confiscation, disqualification",1,NA
28922,2017,16,Acts Intended To Cause Injury,Male,European,"Supervision with activity, intensive supervision",1,NA
29787,2017,16,"Fraud, Deception And Related Offences",Male,European,"Supervision with activity, intensive supervision",1,NA
29351,2017,16,"Robbery, Extortion And Related Offences",Male,European,"Supervision with activity, intensive supervision",1,NA
29492,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision with activity, intensive supervision",1,NA
29337,2017,16,"Robbery, Extortion And Related Offences",Male,European,Supervision with residence,1,NA
29641,2017,16,Theft And Related Offences,Male,European,Supervision with residence,1,NA
29472,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,Supervision with residence,1,NA
28947,2017,16,Acts Intended To Cause Injury,Male,European,"Supervision, community work",1,NA
29806,2017,16,"Fraud, Deception And Related Offences",Male,European,"Supervision, community work",1,NA
29899,2017,16,Illicit Drug Offences,Male,European,"Supervision, community work",1,NA
29376,2017,16,"Robbery, Extortion And Related Offences",Male,European,"Supervision, community work",1,NA
29685,2017,16,Theft And Related Offences,Male,European,"Supervision, community work",1,NA
29518,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,European,"Supervision, community work",1,NA
50170,2017,Unknown,Sexual Assault And Related Offences,Male,European,"Monetary, confiscation, disqualification",1,NA
108,2017,12 to 13,Sexual Assault And Related Offences,Male,Maori,"Discharge, admonish",1,NA
117,2017,12 to 13,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",1,NA
105,2017,12 to 13,Sexual Assault And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",1,NA
116,2017,12 to 13,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,1,NA
120,2017,12 to 13,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",1,NA
126,2017,12 to 13,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",1,NA
2891,2017,14,Homicide And Related Offences,Male,Maori,Adult sentences,1,NA
3800,2017,14,Property Damage And Environmental Pollution,Male,Maori,"Discharge, admonish",1,NA
3329,2017,14,"Robbery, Extortion And Related Offences",Male,Maori,"Discharge, admonish",1,NA
3623,2017,14,Theft And Related Offences,Male,Maori,"Discharge, admonish",1,NA
3915,2017,14,Traffic And Vehicle Regulatory Offences,Male,Maori,"Discharge, admonish",1,NA
3488,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",1,NA
